# CS_ID, depth (m)
 1,    250.28
 2,    358.41
 3,    400.29
 4,    448.35
 5,    548.06
 6,    590.80
 7,    667.16
 8,    707.15
 9,    793.29
10,    873.31
11,    876.91
12,    973.90
