# CS_ID, depth (m)
 1,    261.31
 2,    336.38
 3,    385.68
 4,    494.34
 5,    514.79
 6,    590.01
 7,    662.22
 8,    692.90
 9,    766.30
10,    846.94
11,    878.26
12,    948.85
