# CS_ID, depth (m)
 1,    281.45
 2,    350.99
 3,    435.94
 4,    496.79
 5,    521.88
 6,    620.76
 7,    663.82
 8,    704.27
 9,    784.09
10,    828.56
11,    919.86
12,    946.44
