# CS_ID, depth (m)
 1,    279.66
 2,    340.43
 3,    402.37
 4,    489.37
 5,    538.09
 6,    615.82
 7,    632.19
 8,    714.01
 9,    753.54
10,    872.02
11,    879.61
12,    942.57
