# CS_ID, depth (m)
 1,    254.91
 2,    334.41
 3,    379.58
 4,    483.45
 5,    511.89
 6,    566.45
 7,    631.49
 8,    729.35
 9,    771.36
10,    831.10
11,    935.06
12,    980.20
