# CS_ID, depth (m)
 1,    280.49
 2,    338.61
 3,    381.63
 4,    449.34
 5,    519.18
 6,    605.68
 7,    651.59
 8,    745.07
 9,    771.29
10,    863.06
11,    931.24
12,    951.96
