# CS_ID, depth (m)
 1,    265.81
 2,    316.39
 3,    421.02
 4,    480.33
 5,    545.69
 6,    596.88
 7,    627.16
 8,    723.95
 9,    803.59
10,    864.24
11,    918.50
12,    959.67
