# CS_ID, depth (m)
 1,    250.86
 2,    357.04
 3,    421.71
 4,    491.64
 5,    548.31
 6,    617.14
 7,    637.79
 8,    709.15
 9,    750.02
10,    832.02
11,    920.76
12,    994.99
