# CS_ID, depth (m)
 1,    285.75
 2,    340.93
 3,    420.31
 4,    481.80
 5,    550.51
 6,    574.38
 7,    649.24
 8,    700.96
 9,    758.73
10,    863.12
11,    913.85
12,    984.36
