# CS_ID, depth (m)
 1,    287.88
 2,    325.90
 3,    407.83
 4,    459.91
 5,    553.17
 6,    592.70
 7,    659.21
 8,    697.79
 9,    796.93
10,    839.21
11,    913.66
12,    995.90
