# CS_ID, depth (m)
 1,    286.12
 2,    324.12
 3,    394.09
 4,    465.64
 5,    526.82
 6,    566.31
 7,    671.50
 8,    695.87
 9,    761.11
10,    863.10
11,    933.53
12,    985.26
