# CS_ID, depth (m)
 1,    286.33
 2,    332.19
 3,    408.80
 4,    467.72
 5,    527.57
 6,    604.72
 7,    638.04
 8,    708.63
 9,    765.10
10,    836.35
11,    931.95
12,    957.96
