# CS_ID, depth (m)
 1,    291.48
 2,    346.04
 3,    400.99
 4,    443.09
 5,    512.39
 6,    596.39
 7,    674.81
 8,    706.53
 9,    808.24
10,    816.11
11,    916.23
12,    971.65
