# CS_ID, depth (m)
 1,    268.41
 2,    348.13
 3,    422.51
 4,    443.31
 5,    509.54
 6,    587.43
 7,    636.62
 8,    738.20
 9,    771.73
10,    847.32
11,    921.63
12,    983.55
