# CS_ID, depth (m)
 1,    262.97
 2,    314.46
 3,    388.65
 4,    474.72
 5,    550.33
 6,    610.01
 7,    650.90
 8,    730.64
 9,    796.29
10,    842.98
11,    886.85
12,    978.72
