# CS_ID, depth (m)
 1,    282.70
 2,    345.84
 3,    417.96
 4,    492.23
 5,    524.59
 6,    575.46
 7,    649.47
 8,    701.22
 9,    751.59
10,    843.26
11,    913.59
12,    973.26
