# CS_ID, depth (m)
 1,    283.58
 2,    346.32
 3,    401.02
 4,    456.38
 5,    506.63
 6,    576.89
 7,    645.35
 8,    702.86
 9,    795.42
10,    834.23
11,    889.90
12,    973.81
