# CS_ID, depth (m)
 1,    262.95
 2,    321.26
 3,    399.23
 4,    451.30
 5,    559.97
 6,    599.68
 7,    627.18
 8,    716.28
 9,    780.20
10,    863.95
11,    883.01
12,    998.59
