# CS_ID, depth (m)
 1,    305.75
 2,    341.36
 3,    375.57
 4,    478.22
 5,    542.93
 6,    619.09
 7,    653.77
 8,    738.88
 9,    764.64
10,    856.26
11,    926.48
12,    962.49
