# CS_ID, depth (m)
 1,    294.16
 2,    332.88
 3,    434.52
 4,    491.83
 5,    554.89
 6,    584.59
 7,    656.48
 8,    704.72
 9,    804.40
10,    836.02
11,    880.83
12,    988.24
