# CS_ID, depth (m)
 1,    296.97
 2,    366.10
 3,    398.75
 4,    450.75
 5,    516.22
 6,    580.99
 7,    674.85
 8,    705.93
 9,    785.18
10,    860.86
11,    909.67
12,    997.82
