# CS_ID, depth (m)
 1,    284.67
 2,    340.87
 3,    431.24
 4,    451.65
 5,    520.72
 6,    582.56
 7,    640.08
 8,    715.00
 9,    779.15
10,    859.97
11,    903.78
12,    949.96
