# CS_ID, depth (m)
 1,    281.88
 2,    353.43
 3,    396.19
 4,    465.29
 5,    510.20
 6,    606.58
 7,    646.65
 8,    721.77
 9,    768.69
10,    817.72
11,    892.75
12,    954.44
