# CS_ID, depth (m)
 1,    283.06
 2,    344.70
 3,    381.03
 4,    481.69
 5,    527.45
 6,    591.96
 7,    659.28
 8,    723.72
 9,    788.65
10,    844.16
11,    905.01
12,    995.26
