# CS_ID, depth (m)
 1,    258.00
 2,    322.27
 3,    427.87
 4,    471.04
 5,    517.30
 6,    579.31
 7,    673.95
 8,    748.74
 9,    756.27
10,    868.44
11,    936.32
12,    960.54
