# CS_ID, depth (m)
 1,    260.36
 2,    322.08
 3,    430.71
 4,    494.83
 5,    515.77
 6,    576.79
 7,    670.72
 8,    692.14
 9,    750.71
10,    816.46
11,    933.39
12,    979.60
