# CS_ID, depth (m)
 1,    253.81
 2,    349.79
 3,    427.74
 4,    442.36
 5,    539.02
 6,    592.88
 7,    637.83
 8,    688.92
 9,    807.56
10,    831.25
11,    919.58
12,    991.21
