# CS_ID, depth (m)
 1,    283.08
 2,    362.42
 3,    414.81
 4,    455.04
 5,    543.53
 6,    606.27
 7,    671.56
 8,    727.67
 9,    770.75
10,    826.14
11,    920.77
12,    980.27
