# CS_ID, depth (m)
 1,    264.19
 2,    314.20
 3,    417.64
 4,    445.82
 5,    550.07
 6,    578.85
 7,    684.95
 8,    745.29
 9,    809.00
10,    858.38
11,    894.88
12,    967.77
