# CS_ID, depth (m)
 1,    288.00
 2,    332.76
 3,    413.65
 4,    490.03
 5,    525.31
 6,    587.35
 7,    677.18
 8,    692.11
 9,    791.35
10,    825.52
11,    933.03
12,    982.98
