# CS_ID, depth (m)
 1,    260.89
 2,    318.67
 3,    391.18
 4,    482.39
 5,    560.46
 6,    617.11
 7,    662.32
 8,    737.63
 9,    782.51
10,    823.02
11,    924.31
12,    960.90
