# CS_ID, depth (m)
 1,    253.75
 2,    369.23
 3,    427.92
 4,    466.71
 5,    515.33
 6,    618.92
 7,    633.28
 8,    719.09
 9,    789.94
10,    824.03
11,    888.50
12,    956.35
