# CS_ID, depth (m)
 1,    275.17
 2,    358.84
 3,    434.57
 4,    463.50
 5,    558.88
 6,    605.97
 7,    650.63
 8,    746.92
 9,    788.59
10,    866.79
11,    880.40
12,    992.09
