# CS_ID, depth (m)
 1,    302.81
 2,    370.91
 3,    394.13
 4,    456.41
 5,    541.05
 6,    598.89
 7,    645.71
 8,    712.21
 9,    809.51
10,    827.05
11,    909.99
12,    940.77
