# CS_ID, depth (m)
 1,    297.26
 2,    349.96
 3,    402.19
 4,    442.46
 5,    527.02
 6,    618.92
 7,    656.66
 8,    747.86
 9,    780.06
10,    832.53
11,    914.73
12,    959.30
