# CS_ID, depth (m)
 1,    289.36
 2,    317.38
 3,    389.69
 4,    499.96
 5,    516.95
 6,    604.15
 7,    627.22
 8,    734.98
 9,    765.37
10,    836.66
11,    929.50
12,    965.65
