# CS_ID, depth (m)
 1,    264.35
 2,    354.73
 3,    418.89
 4,    490.61
 5,    524.96
 6,    597.49
 7,    672.39
 8,    731.18
 9,    773.40
10,    867.18
11,    889.36
12,    969.65
