# CS_ID, depth (m)
 1,    296.31
 2,    371.29
 3,    390.34
 4,    462.09
 5,    552.54
 6,    577.08
 7,    668.43
 8,    731.72
 9,    787.25
10,    842.93
11,    908.45
12,    943.68
