# CS_ID, depth (m)
 1,    266.60
 2,    349.58
 3,    383.19
 4,    471.19
 5,    524.88
 6,    602.08
 7,    655.36
 8,    723.39
 9,    775.46
10,    869.05
11,    925.88
12,    960.89
