# CS_ID, depth (m)
 1,    286.75
 2,    336.76
 3,    377.61
 4,    471.88
 5,    555.08
 6,    585.77
 7,    679.21
 8,    712.08
 9,    769.57
10,    849.05
11,    876.50
12,    973.64
