# CS_ID, depth (m)
 1,    254.53
 2,    335.38
 3,    427.15
 4,    494.12
 5,    516.15
 6,    586.15
 7,    676.71
 8,    738.22
 9,    808.03
10,    861.94
11,    892.38
12,    950.08
