# CS_ID, depth (m)
 1,    279.14
 2,    359.78
 3,    382.78
 4,    499.90
 5,    546.96
 6,    586.39
 7,    668.33
 8,    719.54
 9,    768.88
10,    860.69
11,    908.98
12,    968.60
