# CS_ID, depth (m)
 1,    268.98
 2,    313.78
 3,    383.68
 4,    457.51
 5,    505.87
 6,    612.08
 7,    630.82
 8,    733.60
 9,    755.16
10,    812.68
11,    903.69
12,    952.88
