# CS_ID, depth (m)
 1,    292.75
 2,    374.77
 3,    425.93
 4,    486.51
 5,    535.89
 6,    572.52
 7,    665.68
 8,    719.68
 9,    759.24
10,    868.05
11,    922.28
12,    999.50
