# CS_ID, depth (m)
 1,    287.78
 2,    362.05
 3,    401.42
 4,    440.50
 5,    551.14
 6,    604.27
 7,    655.32
 8,    721.45
 9,    791.96
10,    830.50
11,    912.70
12,    951.74
