# CS_ID, depth (m)
 1,    295.48
 2,    334.60
 3,    427.67
 4,    439.43
 5,    506.53
 6,    620.49
 7,    680.93
 8,    746.94
 9,    785.96
10,    842.50
11,    875.38
12,    997.70
