# CS_ID, depth (m)
 1,    296.47
 2,    354.38
 3,    408.46
 4,    456.18
 5,    559.88
 6,    586.50
 7,    659.55
 8,    708.16
 9,    783.48
10,    841.15
11,    927.82
12,    985.03
