# CS_ID, depth (m)
 1,    280.04
 2,    323.93
 3,    391.36
 4,    480.56
 5,    529.56
 6,    587.18
 7,    627.87
 8,    724.24
 9,    792.96
10,    839.28
11,    911.69
12,    978.06
