# CS_ID, depth (m)
 1,    292.63
 2,    355.79
 3,    427.35
 4,    472.65
 5,    540.48
 6,    586.60
 7,    678.98
 8,    728.48
 9,    807.34
10,    852.86
11,    926.01
12,    999.03
