# CS_ID, depth (m)
 1,    266.87
 2,    341.02
 3,    379.12
 4,    444.30
 5,    528.30
 6,    597.57
 7,    684.60
 8,    712.49
 9,    761.18
10,    842.70
11,    883.75
12,    947.47
