# CS_ID, depth (m)
 1,    262.98
 2,    329.69
 3,    392.04
 4,    465.13
 5,    554.99
 6,    573.36
 7,    639.35
 8,    741.71
 9,    795.81
10,    858.15
11,    875.71
12,    973.41
