# CS_ID, depth (m)
 1,    294.48
 2,    352.72
 3,    406.87
 4,    499.13
 5,    560.03
 6,    591.63
 7,    636.84
 8,    726.21
 9,    772.34
10,    835.39
11,    918.74
12,    972.86
