# CS_ID, depth (m)
 1,    259.94
 2,    317.54
 3,    392.19
 4,    488.36
 5,    525.21
 6,    624.39
 7,    681.64
 8,    748.96
 9,    771.97
10,    824.13
11,    879.07
12,    958.60
