# CS_ID, depth (m)
 1,    276.18
 2,    339.60
 3,    419.44
 4,    446.48
 5,    535.98
 6,    565.54
 7,    660.50
 8,    715.94
 9,    770.37
10,    838.46
11,    899.93
12,    971.65
