# CS_ID, depth (m)
 1,    254.90
 2,    357.37
 3,    423.03
 4,    468.01
 5,    552.11
 6,    576.71
 7,    665.17
 8,    711.94
 9,    801.57
10,    836.20
11,    889.58
12,    969.41
