# CS_ID, depth (m)
 1,    277.42
 2,    341.19
 3,    403.39
 4,    489.21
 5,    524.58
 6,    595.76
 7,    631.17
 8,    723.50
 9,    809.21
10,    847.90
11,    900.80
12,    968.01
