# CS_ID, depth (m)
 1,    299.96
 2,    343.38
 3,    421.82
 4,    498.72
 5,    524.37
 6,    614.76
 7,    633.83
 8,    701.69
 9,    785.07
10,    852.05
11,    884.20
12,    937.80
