# CS_ID, depth (m)
 1,    291.95
 2,    329.06
 3,    387.60
 4,    477.92
 5,    500.40
 6,    620.66
 7,    639.34
 8,    746.75
 9,    775.93
10,    840.93
11,    888.03
12,    950.35
