# CS_ID, depth (m)
 1,    255.45
 2,    344.33
 3,    432.84
 4,    453.68
 5,    542.50
 6,    602.23
 7,    661.13
 8,    734.44
 9,    773.82
10,    833.71
11,    908.80
12,    998.61
