# CS_ID, depth (m)
 1,    302.26
 2,    365.83
 3,    397.99
 4,    481.15
 5,    540.72
 6,    622.85
 7,    636.49
 8,    748.18
 9,    797.47
10,    844.89
11,    909.48
12,    966.33
