# CS_ID, depth (m)
 1,    304.61
 2,    316.48
 3,    415.89
 4,    437.95
 5,    537.05
 6,    619.70
 7,    665.21
 8,    728.23
 9,    765.02
10,    830.39
11,    936.71
12,    971.73
