# CS_ID, depth (m)
 1,    262.88
 2,    324.58
 3,    423.00
 4,    493.02
 5,    538.54
 6,    577.84
 7,    654.73
 8,    730.43
 9,    766.38
10,    868.25
11,    936.00
12,    987.57
