# CS_ID, depth (m)
 1,    300.78
 2,    361.68
 3,    415.86
 4,    489.48
 5,    504.94
 6,    595.96
 7,    628.65
 8,    737.76
 9,    809.55
10,    838.97
11,    891.60
12,    951.39
