# CS_ID, depth (m)
 1,    285.27
 2,    372.94
 3,    407.79
 4,    461.42
 5,    554.47
 6,    589.62
 7,    666.09
 8,    709.64
 9,    806.57
10,    843.59
11,    914.80
12,    977.01
